City,Temperature_C,Population_Density,Green_Cover_%,Industrial_Activity_Level,Vehicular_Emissions_Index,Humidity_%,Land_Surface_Temperature_C,Nighttime_Temperature_C,UHI_Effect_Severity
Delhi,40.86,13167,28.86,High,151.12,71.41,48.73,39.43,High
Mumbai,27.68,17816,14.4,High,58.31,86.45,31.12,24.02,Low
Chennai,31.66,26164,33.53,High,104.16,54.31,38.58,30.64,Low
Chennai,30.01,25429,17.57,Low,68.72,52.01,33.78,26.07,Low
Chennai,26.23,7233,21.8,Low,146.94,65.83,30.79,24.73,Low
Delhi,35.47,13117,38.8,High,260.76,65.43,39.16,32.25,Medium
Bangalore,44.03,19550,13.48,High,144.48,51.32,48.71,42.91,High
Mumbai,48.33,11359,30.24,Medium,257.91,74.98,50.37,46.04,High
Pune,35.49,19364,31.43,Medium,214.12,41.48,39.31,32.59,Medium
Bangalore,40.58,9197,12.73,Low,177.38,74.53,45.26,39.37,High
Delhi,36.16,15293,22.53,High,109.22,62.86,41.95,33.83,Medium
Bangalore,37.49,14332,17.26,Low,280.54,74.45,43.32,35.59,Medium
Bangalore,33.29,5615,32.02,Low,63.55,63.85,38.79,30.79,Medium
Delhi,35.98,17844,26.79,Medium,222.23,88.87,39.73,33.46,Medium
Chennai,37.69,17401,21.66,Low,205.31,56.73,45.37,34.33,Medium
Chennai,32.11,22950,32.28,High,160.26,89.13,36.46,30.74,Low
Mumbai,34.61,14168,13.23,Low,110.08,43.25,37.91,33.36,Medium
Mumbai,34.71,14508,31.38,Low,157.67,74.19,40.03,32.5,Medium
Chennai,39.13,20554,35.29,Medium,268.19,62.71,45.63,35.47,High
Pune,29.67,7339,35.75,Medium,259.19,81.11,31.74,26.1,Low
Bangalore,34.74,21246,32.43,Low,285.35,79.48,38.4,32.06,Medium
Pune,44.56,13109,19.28,Medium,126.95,80.01,51.51,40.89,High
Bangalore,40.82,28758,39.36,Medium,146.78,44.74,45.86,37.4,High
Chennai,41.75,28091,18.29,High,54.68,81.12,46.2,39.91,High
Mumbai,35.12,15288,27.35,Low,285.74,50.7,42.71,33.61,Medium
Mumbai,36.6,18317,10.64,High,132.35,41.28,39.14,34.7,Medium
Pune,40.01,21762,39.32,Medium,151.04,50.89,45.7,38.33,High
Mumbai,42.8,8465,29.64,Low,276.95,63.96,46.85,39.93,High
Chennai,25.24,27389,31.37,Low,181.65,77.11,27.67,22.49,Low
Pune,28.42,23655,7.3,Medium,191.54,50.93,31.71,25.63,Low
Bangalore,41.55,22391,31.72,Low,94.06,45.65,47.31,39.98,High
Mumbai,33.62,11800,32.12,Medium,174.67,72.3,35.79,30.24,Medium
Delhi,31.64,21493,28.51,Low,279.55,89.19,37.19,29.34,Low
Mumbai,28.73,7771,15.22,Medium,189.68,70.04,36.47,26.31,Low
Bangalore,32.22,8883,22.14,Medium,113.78,74.55,39.0,28.23,Low
Pune,27.99,7600,8.87,Low,57.8,68.06,32.06,26.14,Low
Bangalore,45.46,10518,21.51,Medium,134.08,79.12,48.28,43.27,High
Delhi,34.89,24627,13.53,Medium,193.15,88.79,39.68,31.86,Medium
Chennai,34.71,22389,17.22,Low,60.65,67.21,39.07,31.07,Medium
Mumbai,37.94,21689,10.69,High,202.45,60.84,45.77,36.56,Medium
Pune,39.81,20923,13.05,Medium,180.85,83.02,47.75,36.61,High
Chennai,39.73,10701,7.68,High,245.86,88.49,44.19,35.97,High
Bangalore,40.37,5958,37.2,Low,57.22,46.46,43.26,38.1,High
Pune,31.85,26654,23.56,High,245.21,68.91,39.31,29.99,Low
Chennai,33.51,12595,18.89,Medium,180.22,79.62,40.27,30.48,Medium
Pune,38.85,8538,23.73,Medium,142.63,66.67,43.91,37.11,High
Delhi,32.36,28404,26.99,Medium,291.35,60.46,36.56,30.21,Low
Delhi,34.97,23014,37.27,Low,90.03,72.76,39.66,31.28,Medium
Mumbai,36.99,14983,11.25,High,185.33,53.51,44.41,34.22,Medium
Mumbai,38.93,7603,15.34,Medium,130.25,57.46,42.03,37.64,High
Delhi,26.11,29642,39.15,Low,181.87,89.61,32.95,24.12,Low
Pune,38.57,18467,17.99,Low,188.07,71.82,40.68,35.69,High
Delhi,33.83,5205,5.79,Low,72.36,83.65,41.35,31.39,Medium
Mumbai,38.54,17442,10.17,Medium,215.28,80.39,43.54,35.56,High
Delhi,38.88,10691,5.92,Medium,208.62,72.61,42.25,35.6,High
Delhi,43.04,11141,39.65,Medium,242.37,82.04,45.06,40.6,High
Pune,41.77,24529,14.76,Medium,72.66,54.36,47.12,37.81,High
Chennai,41.73,24504,37.32,Medium,124.31,71.86,45.2,37.99,High
Mumbai,42.22,11728,39.86,Medium,212.53,69.53,48.01,41.04,High
Pune,36.46,11030,25.99,Low,84.18,71.12,40.14,34.66,Medium
Delhi,35.16,21562,6.16,Low,219.4,48.43,37.69,33.26,Medium
Delhi,39.36,26551,7.86,Low,64.76,53.86,44.39,37.81,High
Chennai,38.66,18383,21.86,High,133.73,54.33,44.05,36.72,High
Mumbai,33.45,21496,19.22,Medium,261.68,70.1,38.17,31.18,Medium
Mumbai,37.02,13948,26.22,High,243.57,88.63,41.77,35.87,Medium
Bangalore,34.82,14088,20.36,Medium,211.19,87.7,40.36,33.44,Medium
Mumbai,30.73,19214,37.69,High,267.61,51.36,35.89,29.44,Low
Chennai,41.45,29734,23.72,Medium,227.32,55.24,44.25,40.31,High
Bangalore,35.28,13977,29.28,Medium,179.84,41.8,38.46,32.83,Medium
Bangalore,45.24,6803,36.38,Low,294.93,59.94,48.09,43.24,High
Delhi,26.87,20389,10.14,Medium,223.71,81.73,33.03,23.07,Low
Delhi,32.22,23682,13.04,High,200.34,85.79,37.39,30.91,Low
Mumbai,35.16,17270,8.76,Low,152.22,51.82,39.74,31.39,Medium
Bangalore,40.69,6542,9.89,Low,275.6,53.29,47.48,39.43,High
Delhi,37.0,12259,22.94,Medium,123.93,51.04,40.95,34.14,Medium
Chennai,36.55,17400,16.24,High,52.3,57.51,41.96,34.81,Medium
Delhi,29.36,17546,19.81,Medium,99.19,80.24,31.81,25.88,Low
Delhi,29.22,7154,39.39,Low,77.38,72.34,35.68,28.03,Low
Bangalore,36.61,13766,10.48,Medium,129.75,79.3,42.78,32.75,Medium
Bangalore,28.18,20749,23.93,Medium,256.47,69.15,34.99,27.04,Low
Pune,32.34,16230,8.46,High,212.88,52.89,39.65,30.62,Low
Chennai,37.5,22765,16.15,Medium,92.25,51.4,44.05,35.11,Medium
Bangalore,30.09,10902,23.46,Medium,247.21,40.45,37.16,26.82,Low
Mumbai,43.03,6222,38.13,Low,176.05,79.05,47.1,39.17,High
Chennai,41.12,6501,18.69,High,178.18,82.36,45.18,38.84,High
Chennai,27.14,14050,7.27,Medium,140.53,78.41,34.81,23.87,Low
Bangalore,30.34,21208,18.59,High,266.15,43.72,37.83,27.16,Low
Chennai,23.57,8574,10.1,Medium,129.58,78.11,28.86,20.86,Low
Bangalore,31.09,8729,13.05,High,73.53,42.29,35.29,28.01,Low
Delhi,38.83,16157,26.63,High,125.68,45.28,46.03,37.72,High
Pune,32.93,29124,7.36,Medium,228.84,62.02,36.87,30.61,Low
Delhi,37.3,24575,21.27,High,214.4,63.81,40.23,33.95,Medium
Bangalore,27.39,12476,26.33,Low,97.0,80.81,33.23,24.97,Low
Bangalore,38.99,22945,19.77,Medium,77.95,73.98,41.25,35.37,High
Delhi,32.22,19962,5.67,High,215.22,47.67,36.5,28.72,Low
Mumbai,35.06,7522,39.49,Medium,219.09,51.31,41.91,31.47,Medium
Mumbai,34.54,7391,17.85,Medium,141.54,54.28,38.31,33.15,Medium
Mumbai,28.64,24059,32.25,Medium,260.7,46.18,36.23,26.91,Low
Bangalore,29.23,23567,16.4,Medium,294.55,54.38,36.97,28.15,Low
Chennai,39.84,29852,21.63,High,101.41,76.43,46.73,35.89,High
Bangalore,36.99,17074,18.6,Medium,194.27,52.07,44.92,35.29,Medium
Chennai,40.25,16796,16.99,High,51.34,81.77,45.43,38.15,High
Delhi,36.62,29450,5.76,Medium,228.26,63.48,42.04,34.8,Medium
Pune,35.71,7078,17.6,Low,153.57,56.15,42.73,34.6,Medium
Chennai,26.37,25726,36.13,Medium,98.32,60.62,31.33,24.59,Low
Mumbai,33.65,17269,29.16,Medium,238.06,75.47,38.09,32.35,Medium
Bangalore,34.86,19362,10.09,Low,252.66,65.84,40.55,32.68,Medium
Delhi,44.77,22504,25.69,Medium,77.79,40.36,50.71,40.87,High
Mumbai,38.43,17960,36.23,Medium,60.25,86.12,44.94,35.34,High
Delhi,42.68,15715,29.5,Medium,133.52,43.3,48.69,39.56,High
Pune,37.99,26803,10.2,Low,206.5,86.93,44.46,35.63,Medium
Bangalore,31.44,8370,35.37,Medium,248.35,41.41,37.49,28.01,Low
Bangalore,35.59,6908,15.55,Medium,186.52,78.55,40.47,31.86,Medium
Pune,36.18,24904,20.89,High,195.19,66.73,38.99,32.3,Medium
Bangalore,30.3,9307,23.41,Medium,249.96,65.29,37.02,29.01,Low
Chennai,33.08,25880,34.77,Medium,182.21,43.64,35.26,29.44,Medium
Delhi,33.97,26134,37.61,High,202.79,51.94,41.93,32.3,Medium
Mumbai,43.03,16297,37.54,Medium,179.05,78.88,50.0,40.84,High
Pune,24.6,21881,5.28,Low,270.11,84.56,30.62,22.56,Low
Chennai,41.03,28375,37.27,High,108.88,66.46,48.83,38.0,High
Mumbai,30.32,8587,6.9,Medium,116.0,57.67,35.99,27.52,Low
Mumbai,28.14,17385,14.3,Medium,81.99,43.0,30.48,26.81,Low
Pune,40.9,7413,23.02,Medium,254.87,74.11,46.26,37.55,High
Chennai,38.66,25184,21.8,High,152.94,53.92,42.32,36.34,High
Mumbai,41.27,27555,26.16,High,136.97,42.75,45.49,40.27,High
Mumbai,39.0,15952,21.78,High,295.34,73.29,43.76,36.76,High
Chennai,45.3,8457,37.7,Medium,281.7,64.29,51.95,42.75,High
Bangalore,37.79,13464,13.42,Medium,293.0,40.6,42.81,36.59,Medium
Mumbai,34.22,28353,14.59,Low,85.57,45.55,39.07,32.76,Medium
Delhi,36.71,6150,37.23,Low,272.81,74.96,40.53,32.73,Medium
Chennai,41.22,19537,7.69,High,132.18,43.18,46.46,37.6,High
Mumbai,31.1,12454,26.33,Medium,53.16,83.3,34.59,29.7,Low
Pune,31.74,19785,28.86,Medium,147.82,55.57,35.31,29.0,Low
Delhi,33.46,26591,22.69,Medium,177.3,44.43,40.0,31.32,Medium
Mumbai,24.48,16581,29.3,Medium,77.06,77.99,28.53,21.85,Low
Delhi,35.69,5018,11.05,Low,184.42,66.22,38.0,33.28,Medium
Delhi,25.57,14808,34.84,Medium,254.87,55.33,29.63,24.42,Low
Bangalore,35.27,24562,9.9,Medium,144.41,60.3,41.1,33.32,Medium
Delhi,39.33,21368,19.03,Medium,138.16,41.07,46.21,37.95,High
Bangalore,32.62,10577,7.63,High,134.7,73.13,40.39,30.15,Low
Chennai,43.39,9081,24.08,High,280.77,58.29,49.86,39.66,High
Bangalore,27.7,11454,28.44,Medium,62.19,75.7,32.27,23.71,Low
Pune,40.96,29987,37.94,High,161.27,71.41,44.75,37.12,High
Mumbai,38.38,13933,30.88,Medium,116.15,72.56,41.15,34.42,High
Chennai,26.42,7671,23.94,Medium,273.45,79.64,32.19,25.37,Low
Chennai,48.55,15971,37.64,Low,74.01,71.56,53.61,45.37,High
Pune,34.68,19970,21.75,Medium,152.86,60.94,40.75,32.86,Medium
Bangalore,30.61,11387,24.64,Medium,151.7,59.5,34.04,27.02,Low
Mumbai,27.96,11833,25.86,Low,272.1,45.98,31.91,24.52,Low
Bangalore,33.9,24008,19.35,Low,103.87,78.97,37.65,31.63,Medium
Delhi,34.36,26883,34.35,Medium,211.22,78.06,41.15,31.94,Medium
Bangalore,35.51,5514,11.48,Medium,83.6,52.31,38.54,33.72,Medium
Chennai,33.51,5206,24.42,Low,288.49,83.13,39.16,31.64,Medium
Mumbai,38.17,5947,30.28,Medium,198.25,69.45,40.47,34.22,High
Bangalore,33.06,15633,36.64,Medium,206.56,63.93,38.36,29.4,Medium
Mumbai,25.33,20380,35.94,Medium,158.44,40.87,27.71,23.75,Low
Mumbai,34.25,23212,22.81,Medium,135.57,59.14,37.31,32.43,Medium
Delhi,23.16,11861,27.51,Low,103.17,72.03,25.84,21.84,Low
Delhi,36.77,11094,18.8,Medium,201.0,44.49,40.85,32.8,Medium
Chennai,30.1,11345,21.39,High,288.64,62.98,34.17,26.38,Low
Pune,35.82,23551,36.72,Medium,139.95,89.67,42.78,33.16,Medium
Mumbai,41.57,18960,37.57,Medium,270.79,75.83,44.92,38.49,High
Pune,30.26,29363,36.34,Medium,87.19,67.34,32.77,27.01,Low
Chennai,40.31,27310,9.84,Medium,284.03,66.65,45.93,38.69,High
Mumbai,32.83,11532,34.75,Medium,137.62,42.19,38.96,29.03,Low
Mumbai,43.77,27040,38.19,High,144.93,87.87,47.53,41.19,High
Pune,33.17,10943,17.64,Low,165.71,86.41,38.79,31.9,Medium
Bangalore,30.8,19569,23.15,High,229.56,74.12,37.45,28.61,Low
Delhi,38.44,14848,32.27,Low,229.91,44.95,42.52,35.63,High
Bangalore,32.82,13793,24.67,Medium,169.9,50.39,37.97,30.76,Low
Pune,30.79,10439,39.77,High,180.79,49.2,33.67,27.7,Low
Delhi,32.61,6203,20.95,High,57.5,65.98,34.75,28.96,Low
Bangalore,34.78,28384,29.99,High,126.07,50.39,42.67,31.46,Medium
Delhi,41.71,14583,32.74,High,136.5,74.79,45.51,38.78,High
Mumbai,25.33,19411,22.29,Medium,189.68,67.26,29.0,22.79,Low
Bangalore,35.12,28023,34.99,Medium,189.57,40.88,42.95,33.35,Medium
Delhi,38.12,29073,24.12,Medium,227.47,77.2,44.49,35.76,High
Delhi,35.97,18117,19.41,Medium,229.26,49.44,41.48,34.09,Medium
Delhi,41.55,28897,8.77,Medium,108.8,81.24,47.75,37.75,High
Bangalore,34.63,28010,18.77,Medium,242.55,57.75,40.89,30.91,Medium
Chennai,34.08,12386,30.69,Medium,54.9,56.93,40.66,32.61,Medium
Bangalore,37.96,8131,37.25,High,229.04,40.59,40.36,34.49,Medium
Pune,35.5,28518,13.81,Medium,75.52,89.39,39.97,32.39,Medium
Bangalore,33.05,25114,17.43,Low,232.41,70.6,36.82,29.12,Medium
Delhi,37.58,24050,10.39,Medium,181.78,61.14,40.0,35.19,Medium
Mumbai,31.74,21933,29.18,Medium,159.31,44.83,36.21,28.57,Low
Bangalore,31.94,26125,38.61,Medium,222.67,74.96,37.64,29.39,Low
Bangalore,32.36,22628,27.43,High,59.09,54.14,35.43,31.15,Low
Delhi,41.77,17078,26.6,Medium,105.87,89.41,45.6,40.63,High
Mumbai,18.89,25396,24.37,High,204.11,87.53,24.73,17.53,Low
Mumbai,36.98,27580,8.1,Medium,261.8,76.76,42.45,35.09,Medium
Pune,35.17,25929,30.53,Medium,145.28,88.55,42.38,33.39,Medium
Bangalore,26.6,11205,26.07,Medium,114.69,45.28,33.34,23.41,Low
Mumbai,36.55,28574,28.15,Low,179.68,54.0,44.34,33.4,Medium
Mumbai,37.38,29619,36.46,Low,205.58,52.66,42.96,33.46,Medium
Chennai,37.95,18869,32.44,Low,155.03,43.6,44.14,36.02,Medium
Chennai,21.74,5658,32.33,Medium,269.18,88.61,28.9,17.93,Low
Mumbai,41.83,28379,37.45,Low,180.86,43.0,48.87,38.99,High
Pune,31.31,19382,39.65,High,58.96,82.83,37.62,28.83,Low
Mumbai,38.43,17122,25.34,Medium,105.76,78.41,43.43,35.43,High
Delhi,38.71,16059,8.81,Medium,162.66,58.79,42.34,35.6,High
Bangalore,30.62,18335,21.07,Low,224.43,40.94,37.88,29.1,Low
Pune,38.3,27160,32.57,Medium,104.94,40.3,44.96,35.05,High
Delhi,33.07,26677,5.97,Medium,294.06,50.2,40.1,29.9,Medium
Pune,24.64,23075,6.99,Medium,129.64,64.69,27.49,20.65,Low
Delhi,40.84,15417,7.35,Medium,183.12,62.9,44.73,37.1,High
Bangalore,31.12,16258,30.59,Medium,54.74,69.26,35.67,28.07,Low
Bangalore,30.73,15139,22.54,Medium,271.22,78.6,37.76,27.59,Low
Chennai,32.98,14557,17.91,Medium,247.21,58.87,40.34,29.15,Low
Delhi,36.36,12735,8.7,Low,98.86,48.02,40.07,32.46,Medium
Chennai,34.71,24514,30.63,Medium,283.31,80.0,40.83,31.23,Medium
Delhi,37.74,28428,16.24,Medium,128.96,56.63,40.21,34.44,Medium
Chennai,28.3,25917,14.29,Medium,223.05,54.34,32.76,26.97,Low
Bangalore,31.29,26931,27.83,Medium,254.74,78.22,36.21,27.8,Low
Pune,34.42,22351,24.57,Medium,235.23,86.71,41.01,32.66,Medium
Chennai,44.49,22788,17.68,Low,279.4,85.75,51.84,41.8,High
Delhi,34.43,14947,27.45,High,266.07,46.87,38.45,32.21,Medium
Delhi,40.43,20544,14.49,Medium,298.65,65.16,45.59,38.39,High
Bangalore,35.19,25014,32.82,High,95.65,44.64,41.08,33.26,Medium
Delhi,32.58,19795,13.03,Medium,126.19,88.05,36.55,29.02,Low
Mumbai,33.77,24352,10.56,Low,209.06,50.76,41.68,30.46,Medium
Pune,34.16,28653,32.39,Medium,233.26,49.87,41.41,31.59,Medium
Chennai,38.02,6579,29.78,Low,183.65,84.44,41.8,35.02,High
Pune,41.87,15987,11.39,High,68.48,88.39,46.92,37.92,High
Bangalore,36.8,10992,9.07,High,260.4,74.88,40.18,34.61,Medium
Chennai,40.94,5050,34.34,Medium,290.22,46.05,46.02,38.28,High
Chennai,30.18,11452,32.18,Medium,151.38,64.29,36.28,27.58,Low
Mumbai,32.93,10153,16.45,Medium,106.2,80.83,35.44,29.12,Low
Bangalore,31.38,20340,28.04,High,54.83,68.62,38.6,29.32,Low
Delhi,36.57,18900,9.35,Low,109.32,46.63,42.13,32.61,Medium
Mumbai,33.21,27407,22.75,Medium,224.98,48.59,41.14,31.29,Medium
Mumbai,38.65,19970,5.66,Medium,277.9,83.21,40.8,37.32,High
Pune,30.34,25684,18.71,High,73.38,66.35,37.33,28.77,Low
Pune,35.22,7787,7.62,High,188.31,75.29,41.97,32.94,Medium
Pune,38.43,18381,21.63,High,223.88,58.65,41.23,35.49,High
Mumbai,24.67,20589,19.76,Medium,119.1,66.62,28.69,22.12,Low
Delhi,45.61,20839,20.55,Low,192.47,88.86,52.92,43.48,High
Chennai,33.58,7155,6.59,Medium,228.81,56.49,38.69,30.9,Medium
Pune,24.87,12019,17.66,Medium,259.43,73.74,29.28,21.36,Low
Delhi,35.79,26744,31.48,Medium,163.12,48.63,43.22,32.27,Medium
Bangalore,35.17,25614,17.91,Low,236.96,46.09,37.73,31.99,Medium
Pune,34.59,12607,30.03,Medium,125.45,79.18,39.43,30.73,Medium
Chennai,39.96,15928,17.93,Low,103.26,82.21,45.87,37.19,High
Bangalore,38.74,20657,19.81,High,96.83,73.42,44.39,37.71,High
Bangalore,36.49,13598,24.74,Low,139.72,47.91,40.08,34.62,Medium
Chennai,37.25,16571,38.27,Medium,58.97,52.03,42.63,35.27,Medium
Pune,34.48,25581,8.81,Low,120.75,85.56,40.73,31.84,Medium
Mumbai,43.88,21206,6.15,Medium,213.06,54.44,49.39,40.16,High
Chennai,27.6,16887,26.28,High,211.98,80.94,33.71,24.09,Low
Chennai,35.7,20028,38.22,Low,68.39,54.3,39.23,34.0,Medium
Chennai,35.33,20975,39.64,Low,121.85,86.97,42.32,32.77,Medium
Bangalore,39.07,18839,21.95,Low,192.39,85.72,43.76,36.09,High
Delhi,30.78,18919,21.38,Medium,129.64,42.16,38.7,26.82,Low
Mumbai,26.28,10412,27.57,Medium,154.5,78.52,28.42,25.19,Low
Pune,35.78,9499,24.45,Medium,228.2,48.47,40.07,33.39,Medium
Pune,36.41,9909,27.19,Medium,52.32,50.76,39.49,32.44,Medium
Delhi,42.45,28553,35.59,Low,119.1,62.99,47.78,38.52,High
Chennai,28.65,20478,31.12,High,85.59,68.82,32.11,26.66,Low
Mumbai,40.77,16094,22.39,High,81.9,56.29,47.2,39.77,High
Pune,46.84,24646,21.17,High,289.76,68.77,54.13,44.08,High
Pune,33.11,24373,27.39,High,144.14,48.53,36.38,29.51,Medium
Chennai,28.55,12654,20.95,Medium,181.77,41.12,31.51,26.57,Low
Delhi,32.97,20982,21.02,Medium,233.46,68.56,40.22,29.16,Low
Mumbai,35.07,23608,5.57,Medium,61.86,65.87,39.24,33.07,Medium
Delhi,37.82,26760,11.09,Low,110.26,74.48,42.43,34.99,Medium
Delhi,32.04,7920,22.1,Medium,258.04,72.49,35.37,28.88,Low
Mumbai,42.78,29085,33.79,Low,265.5,84.87,47.33,40.74,High
Mumbai,29.43,27925,14.76,Medium,143.24,62.97,32.82,27.37,Low
Pune,26.3,10615,23.29,Medium,143.72,40.42,32.3,23.89,Low
Pune,40.53,9315,17.07,Low,239.22,71.53,45.53,37.03,High
Mumbai,23.63,27484,8.67,Low,123.77,73.76,30.36,22.32,Low
Bangalore,33.98,17460,38.54,Medium,79.27,66.07,37.86,31.08,Medium
Pune,50.59,7783,34.91,Low,114.38,74.47,55.62,47.56,High
Bangalore,34.94,14605,7.75,High,146.84,56.18,38.5,32.27,Medium
Mumbai,29.4,17789,30.19,Low,63.05,47.44,37.0,25.59,Low
Pune,34.71,16840,17.17,Medium,169.67,73.23,39.84,31.91,Medium
Delhi,34.75,24192,39.82,Medium,235.0,52.26,37.79,31.84,Medium
Mumbai,35.8,8331,15.58,Low,178.44,62.82,39.44,33.0,Medium
Chennai,38.31,23562,13.36,Medium,67.97,64.58,40.81,35.15,High
Bangalore,29.8,22181,24.88,Medium,160.04,63.86,31.97,28.4,Low
Mumbai,43.44,7846,34.23,High,227.23,69.92,48.59,39.75,High
Mumbai,36.23,5929,11.74,Medium,64.52,41.47,40.25,35.1,Medium
Pune,38.63,9818,29.83,Low,64.96,89.48,46.42,35.71,High
Pune,31.86,24475,7.15,Low,142.65,75.82,34.89,29.01,Low
Pune,41.43,7262,37.16,Medium,98.74,61.27,48.2,39.81,High
Chennai,33.71,17775,7.84,Low,283.7,49.57,37.61,32.59,Medium
Pune,36.39,12549,37.0,Medium,195.34,44.01,39.73,34.97,Medium
Mumbai,30.33,24864,22.18,High,121.83,73.61,38.15,28.52,Low
Pune,30.02,24726,20.68,Medium,226.19,55.85,36.83,26.37,Low
Delhi,38.44,27437,39.07,Medium,143.73,51.47,44.22,34.87,High
Pune,32.78,28958,39.66,Medium,83.03,59.0,38.96,31.59,Low
Chennai,30.73,29243,27.76,High,109.31,69.65,38.68,28.86,Low
Delhi,31.78,14409,9.45,Low,210.69,73.59,37.34,28.12,Low
Mumbai,38.49,14656,22.72,Medium,62.97,72.26,41.11,36.78,High
Mumbai,31.85,9174,23.52,High,118.17,83.16,34.24,27.87,Low
Bangalore,34.41,28531,23.01,Low,102.08,50.94,40.41,32.64,Medium
Delhi,35.08,9770,24.93,Medium,100.28,71.84,41.02,31.86,Medium
Bangalore,25.41,10833,5.66,High,220.69,45.06,31.9,23.16,Low
Delhi,27.64,29589,29.89,Medium,256.45,67.4,30.3,26.24,Low
Delhi,36.68,28386,29.93,Low,228.97,69.2,44.35,34.92,Medium
Chennai,31.31,23677,9.04,Medium,211.43,50.81,36.62,28.29,Low
Bangalore,40.28,7045,24.96,Medium,279.11,59.58,46.18,38.27,High
Chennai,39.83,6037,24.89,Medium,64.6,81.36,42.04,37.02,High
Delhi,38.6,11242,28.89,Medium,91.87,47.42,46.36,36.98,High
Mumbai,44.1,14651,7.99,Low,153.6,61.73,49.47,41.75,High
Delhi,34.58,29832,26.93,Medium,143.11,86.64,39.96,32.05,Medium
Chennai,38.24,17321,14.83,Medium,154.51,65.21,45.91,36.01,High
Bangalore,32.08,11162,22.75,High,101.61,76.26,39.65,30.48,Low
Bangalore,47.26,9073,32.07,Low,87.38,81.34,50.58,44.88,High
Chennai,44.92,22667,29.7,High,177.3,50.19,52.5,41.84,High
Bangalore,35.06,21035,9.16,Low,282.01,50.91,41.48,31.16,Medium
Pune,36.93,11732,25.69,Medium,147.99,77.93,39.05,33.56,Medium
Mumbai,41.8,27329,38.92,High,60.84,77.67,45.24,40.31,High
Mumbai,34.26,8487,10.49,Medium,226.54,43.01,38.74,32.45,Medium
Mumbai,31.72,7184,34.85,Low,122.78,56.12,37.21,30.48,Low
Bangalore,39.37,29934,29.59,Low,111.27,59.93,45.58,37.96,High
Bangalore,35.39,18890,32.09,Medium,131.06,81.45,38.65,33.64,Medium
Delhi,35.91,24571,14.87,Medium,230.95,61.09,42.94,34.32,Medium
Delhi,30.83,14417,15.08,High,254.7,86.3,37.9,29.19,Low
Mumbai,26.41,10495,36.71,Medium,197.01,89.83,32.22,24.72,Low
Pune,36.18,23681,17.59,High,130.62,79.04,43.71,34.28,Medium
Delhi,39.52,19781,7.21,Medium,127.62,73.32,46.4,38.15,High
Delhi,33.87,12097,26.02,High,81.08,59.59,37.2,32.04,Medium
Bangalore,42.18,13469,9.37,Low,283.33,43.35,48.97,39.12,High
Pune,31.48,17399,32.88,High,209.53,68.66,39.2,29.77,Low
Mumbai,29.73,21202,27.46,Medium,56.74,58.09,32.55,28.21,Low
Delhi,34.66,24928,35.62,High,215.59,57.54,42.54,33.46,Medium
Pune,34.59,15985,32.47,Low,161.79,74.39,36.74,32.09,Medium
Pune,38.85,11831,8.92,Medium,293.14,63.18,43.98,35.32,High
Mumbai,31.13,21775,18.34,Medium,254.77,77.6,37.77,29.95,Low
Pune,41.84,5968,32.11,High,92.83,59.91,48.58,39.21,High
Pune,44.83,15382,19.61,Medium,230.03,47.54,51.24,41.88,High
Pune,34.8,10151,39.03,Medium,171.39,63.07,39.98,32.03,Medium
Delhi,41.25,15818,30.75,Medium,96.76,87.55,47.15,37.62,High
Mumbai,29.72,25748,5.54,Medium,224.68,80.08,35.92,26.12,Low
Pune,40.38,24691,35.8,Low,186.85,50.29,45.34,39.2,High
Pune,40.24,15792,8.53,Low,57.59,59.57,45.81,38.15,High
Delhi,39.32,11125,9.92,Low,211.65,86.39,46.4,36.3,High
Mumbai,34.92,9370,30.71,Medium,208.75,46.18,38.8,31.06,Medium
Bangalore,20.23,9838,35.27,High,86.02,52.7,25.37,16.81,Low
Delhi,31.79,21175,23.77,High,137.25,53.11,33.84,30.26,Low
Mumbai,31.87,29661,15.12,Low,196.47,68.55,38.0,30.03,Low
Pune,30.11,8134,17.3,Low,84.7,60.54,33.28,26.82,Low
Mumbai,35.61,17691,17.0,Low,263.18,43.99,40.5,33.2,Medium
Mumbai,32.91,15431,16.43,Low,56.87,71.46,36.17,30.26,Low
Mumbai,30.88,16556,13.5,Low,75.71,44.95,33.02,28.05,Low
Bangalore,29.71,6054,26.31,Medium,79.03,70.32,34.61,28.4,Low
Mumbai,31.42,25113,36.51,Medium,182.03,65.35,35.97,27.85,Low
Bangalore,40.61,7669,15.75,Medium,205.03,64.68,45.16,37.02,High
Pune,31.69,21659,11.53,Medium,150.94,43.37,34.95,29.29,Low
Bangalore,32.43,21081,34.35,Medium,122.17,71.96,40.11,29.54,Low
Pune,32.72,17938,30.96,Medium,252.33,61.57,34.74,29.74,Low
Pune,36.69,10717,37.58,High,67.07,60.56,44.04,35.13,Medium
Bangalore,37.28,17282,10.79,Medium,120.07,69.82,43.7,35.94,Medium
Delhi,19.78,19891,10.05,Low,59.78,70.31,22.81,18.71,Low
Chennai,40.11,14297,23.95,Low,53.47,40.75,44.94,36.37,High
Mumbai,42.18,19201,26.51,Low,138.34,46.26,50.11,40.14,High
Chennai,29.75,21289,21.81,Medium,98.71,51.83,35.61,28.49,Low
Mumbai,30.14,29406,25.96,Low,117.09,73.9,32.9,27.74,Low
Mumbai,32.75,29384,11.31,Medium,255.24,68.84,37.49,31.52,Low
